"Variable_Name","Name_Length","Code_Display","Code length","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Data_length","Dataset","Subset","Group","SubGroup","Set_group_order","Hash_calc","Version_or_questions","Display_Label","Code_synon","MinVal","MaxVal","DSSAT_var","ICASA_standard","AgMIP_data_entry","AgMIP_rating","DSSAT_rating","APSIM_rating","CYCLES","","","","","","","","","",""
"evapotranspiration_reference","28","ETO","3","ETO","17","","Evapotranspiration, reference","mm/d","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","AGMIP","5052","1","",".",".","0","","","1","","0","","","","","","","","","","","","",""
"temperature_wet-bulb","20","TWET","4","TWET","19","","Temperature, wet-bulb","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","",".",".","","","","1","","0","","","","","","","","","","","","",""
"daylength_sunrise_sunset","24","DAYD","4","DAYD","21","","Daylength (sunrise-sunset)","h","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","Daylength h","DAYL","0","","","1","","0","","","","","","","","","","","","",""
"daylength_3_deg","15","DA3D","4","DA3D","22","","Daylength (3 deg basis)","h","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","Daylength h",".","0","","","1","","0","","","","","","","","","","","","",""
"daylength_twilight_basis","24","TWLD","4","TWLD","23","","Daylength (twilight to twilight)","h","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","TWILIGHT hr",".","0","","","1","","0","","","","","","","","","","","","",""
"ambient_CO2_conc","16","ACO2","4","ACO2","30","","CO2, ambient","ppm","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","AMBIENT CO2",".","0","","","1","","0","","","","","","","","","","","","",""
"soil_temperature_0_5","20","TS1D","4","TS1D","31","","Soil temperature, 0-5 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 1",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_5_15","21","TS2D","4","TS2D","32","","Soil temperature, 5-15 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 2",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_15_30","22","TS3D","4","TS3D","33","","Soil temperature, 15-30 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 3",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_30_45","22","TS4D","4","TS4D","34","","Soil temperature, 30-45 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 4",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_45_60","22","TS5D","4","TS5D","35","","Soil temperature, 45-60 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 5",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_60_90","22","TS6D","4","TS6D","36","","Soil temperature, 60-90 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 6",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_90_120","23","TS7D","4","TS7D","37","","Soil temperature, 90-120 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 7",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_120_150","24","TS8D","4","TS8D","38","","Soil temperature, 120-150 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 8",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_150_180","24","TS9D","4","TS9D","39","","Soil temperature, 150-180 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 9",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_180_210","24","TS10D","5","TS10D","40","","Soil temperature, 180-210 cm","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","S-TMP layer 10","TS10","","","","1","-1","0","","","","","","","","","","","","",""
"flag_for_weather_data","21","FLAGW","5","FLAGW","50","","Flag to identify daily weather data with specific problems or significance","code","text","70","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","","","","","","1","","0","","","","","","","","","","","","",""
"relative_humidity_min ","17","RHUMD","5","RHUMD","","","Relative humidity at maximum daily temperature (or minimum daily relative humidity)","%","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","2013-02-05, JWW","","RHMND","","","","1","","0","","","","","","","","","","","","",""
"relative_humidity_max","17","RHMXD","5","RHMXD","","","Relative humidity, maximum daily value","%","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","2013-02-05, JWW","","","","","","1","","0","","","","","","","","","","","","",""
"realtive_humidity_avg","17","RHAVD","5","RHAVD","","","Realtive humidity, average daily value","%","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","","","","","","","","","","","","","","","","","","","","","","",""
"temp_average_daily","18","TAVD","4","TAVD","","","Temperature of air, average daily","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","AVG TEMP °„C",".","","","","0","-1","0","","","","","","","","","","","","",""
"temp_avg_daylight","17","TDYD","4","TDYD","","","Temperature of air, average during daylight hours","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","AV DAY TMP °„C","","","","D","0","-1","0","","","","","","","","","","","","",""
"temp_avg_daily_air","18","TGAD","4","TGAD","","","Temperature, average daily air, growth","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","AV GRWTH TMP °„C","","","","D","0","-1","0","","","","","","","","","","","","",""
"temp_avg_daylight_air","21","TGRD","4","TGRD","","","Temperature, average air, daylight hours","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","AV GRWTH TMP °„C","","","","D","1","-1","0","","","","","","","","","","","","",""
"min_temp_average","16","TMNA","4","TMNA","","","Temperature of air, minimum, averaged over time period (e.g., 5 days)","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","Model output",".","TMND","","","","0","-1","0","","","","","","","","","","","","",""
"max_temp_average","16","TMXA","4","TMXA","","","Temperature of air, maximum, averaged over time period (e.g., 5 days)","degree_C","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","Model output",".","","","","","0","-1","0","","","","","","","","","","","","",""
"vapor_pressure","14","VPRSD","5","VPRSD","","","Vapor pressure, average daily","kPa","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","","","VAPR","","","","1","","0","","","","","","","","","","","","",""
"rainfall","8","PRED","4","PRED","","","Rainfall","mm/d","single","","WEATHER","WEATHER_STATION","WEATHER_DAILY","","5052","1","Model output","PRECIP mm/d",".","0","","","1","-1","0","","","","","","","","","","","","",""
"name_code","9","NAME_CODE","9","NAME_CODE","1","","Code associated with a specific variate ","code","text","6","EXPERIMENT","MANAGEMENT","VALIDATION_CRITERIA","","7001","1","Possible approach for quality control but needs work","","","","","","0","-1","0","","","","","","","","","","","","",""
"maximum_value","13","MAX","3","MAX","2","","Expected maximum value of a given variate","number","single","","EXPERIMENT","MANAGEMENT","VALIDATION_CRITERIA","","7001","1","Possible approach for quality control but needs work","","","","","","0","-1","0","","","","","","","","","","","","",""
"unit_of_measurement","19","UNIT","4","UNIT","2","","Unit of measurement for a given variate","text","text","15","EXPERIMENT","MANAGEMENT","VALIDATION_CRITERIA","","7001","0","Possible approach for quality control but needs work","","","","","","0","-2","0","","","","","","","","","","","","",""
"minimum_value","13","MIN","3","MIN","3","","Expected minimum value of a given variate","number","single","","EXPERIMENT","MANAGEMENT","VALIDATION_CRITERIA","","7001","1","Possible approach for quality control but needs work","","","","","","0","-1","0","","","","","","","","","","","","",""
"missing_value","13","MISS","4","MISS","4","","Designated special value to indicate missing data","number","single","","EXPERIMENT","MANAGEMENT","VALIDATION_CRITERIA","","7001","1","Possible approach for quality control but needs work","","","","","","0","-1","0","","","","","","","","","","","","",""
"variate_description","19","DESCRIPTION","11","DESCRIPTION","8","","Description of a given variate","text","text","40","EXPERIMENT","MANAGEMENT","VALIDATION_CRITERIA","","7001","0","Possible approach for quality control but needs work","","","","","","0","-2","0","","","","","","","","","","","","",""
"validation_notes","16","VL_NOTES","8","VL_NOTES","9","","Validation criteria notes, explanations","text","text","40","EXPERIMENT","MANAGEMENT","VALIDATION_CRITERIA","","7001","0","Possible approach for quality control but needs work","","","","","","0","-1","0","","","","","","","","","","","","",""
"suite_id","8","SUITEID","7","SUITEID","1","","Suite identifiers","text","text","","SUITE","METADATA","GENERAL","","8011","0","2013-02-04, JWW","","","","","","0","-1","0","","","","","","","","","","","","",""
"suite_name","10","SUITE_NAME","10","SUITE_NAME","1","","Brief name of suite of experiments","text","text","","SUITE","METADATA","GENERAL","","8011","0","2015-11-24, CHP","","","","","","0","-1","0","","","","","","","","","","","","",""
"suite_objectives_of_study","25","SUITE_OBJ","9","SUITE_OBJ","5","","Objectives of the study","text","memo","","SUITE","METADATA","GENERAL","","8011","0","2014-04-07, CHP",".",".","","","","1","","0","","","","","","","","","","","","",""
"suite_main_experiment_factor","28","SUITE_MAIN_FAC","14","SUITE_MAIN_FAC","6","","Main factor, factors or interactions of interest in an experiment","text","text","255","SUITE","METADATA","GENERAL","","8011","0","2014-04-07, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"suite_experimental_factor_comb","30","SUITE_FACTORS","13","SUITE_FACTORS","7","","Experimental factor combinations","text","text","255","SUITE","METADATA","GENERAL","","8011","0","2014-04-07, CHP",".",".","","","","1","","0","","","","","","","","","","","","",""
"suite_experiment_type","21","SUITE_EXPER_TYPE","10","SUITE_EXPER_TYPE","9","","General type of experiment, e.g., varietal trial","code","text","","SUITE","METADATA","GENERAL","","8011","0","2014-04-07, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"suite_distrib_restrictions","26","SUITE_DISTRIB","13","SUITE_DISTRIB","21","","Distribution limitations for the data set","text","memo","","SUITE","METADATA","GENERAL","","8011","0","2013-02-14, CHP",".",".","","","","1","-1","0","","","","","","","","","","","","",""
"suite_keywords","14","suite_keywords","8","suite_keywords","3","","Keywords for dataset","text","memo","255","SUITE","METADATA","GENERAL","","8051","0","2015-11-24, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"suite_data_source","17","SUITE_DATA_SOURCE","17","SUITE_DATA_SOURCE","4","","Original format of  data (DSSAT, APSIM, CIMMYT, field log, etc)","code","","","SUITE","METADATA","GENERAL","AGMIP","8012","0","2014-04-07, CHP","","","","","","2","-1","0","","","","","","","","","","","","",""
"suite_citation","14","suite_citation","14","suite_citation","1","","Full citation for experimental data","text","text","","SUITE","METADATA","GENERAL","AGMIP","8012","0","2014-04-07, CHP","","","","","","3","","0","","","","","","","","","","","","",""
"suite_license","13","suite_license","13","suite_license","1","","License associated with experiment","text","text","","SUITE","METADATA","GENERAL","AGMIP","8012","0","2014-04-07, CHP","","","","","","3","","0","","","","","","","","","","","","",""
"suite_notes","11","SUITE_NOTES","8","SUITE_NOTES","3","","Notes about data set","text","memo","255","SUITE","METADATA","GENERAL","","8051","0","2016-03-04, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"suite_researcher_address","24","SUITE_ADDRESS","13","SUITE_ADDRESS","4","","Mailing address of researcher","text","memo","255","SUITE","METADATA","PERSONS","","8031","0","2014-03-14, chp","","","","","","","","","","","","","","","","","","","","",""
"suite_persons_notes","19","SUITE_PERSON_NOTES","6","SUITE_PERSON_NOTES","7","","Additional notes on persons involved with the experiment(s)","text","memo","255","SUITE","METADATA","PERSONS","","8031","0","2014-04-07, CHP","","","","","","1","","1","1","","","","","","","","","","","",""
"suite_email_address","19","SUITE_EMAIL","6","SUITE_EMAIL","7","","E-mail address of researcher","text","text","255","SUITE","METADATA","PERSONS","","8031","0","2014-04-07, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"suite_orcid","11","suite_orcid","6","suite_orcid","7","","ORCId of researcher(s)","text","text","255","SUITE","METADATA","PERSONS","","8031","0","2015-11-24, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"suite_institute_name","20","SUITE_INSTITUTION","17","SUITE_INSTITUTION","2","","Names of participating institutions","text","text","60","SUITE","METADATA","INSTITUTIONS","","8041","0","2014-04-07, CHP","","","","","","1","","1","1","","","","","","","","","","","",""
"suite_document_name","19","SUITE_DOCUMENT","8","SUITE_DOCUMENT","2","","Document name in abbreviated form","text","memo","255","SUITE","METADATA","DOCUMENTS","","8051","0","2014-04-07, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"suite_digital_object_identifier","31","SUITE_DOI","8","SUITE_DOI","3","","Digital_object_identifier according to international standard","text","memo","255","SUITE","METADATA","DOCUMENTS","","8051","0","2014-04-07, CHP","","","","","","1","","0","","","","","","","","","","","","",""
"fileld_overlay","14","FIELD_OVERLAY","13","FIELD_OVERLAY","","","Name of field overlay DOME","text","text","","EXPERIMENT","DOME","SIMULATION","AGMIP","9000","0","2013-11-12, CHP","","","","","","0","","0","","","","","","","","","","","","",""
"seasonal_strategy","17","SEASONAL_STRATEGY","17","SEASONAL_STRATEGY","","","Name of seasonal strategy DOME","text","text","","EXPERIMENT","DOME","SIMULATION","AGMIP","9000","0","2013-11-12, CHP","","","","","","0","","0","","","","","","","","","","","","",""
"rotational_analysis","19","ROTATIONAL_ANALYSIS","19","ROTATIONAL_ANALYSIS","","","Name of rotational analysis DOME","text","text","","EXPERIMENT","DOME","SIMULATION","AGMIP","9000","0","2013-11-12, CHP","","","","","","0","","0","","","","","","","","","","","","",""
"dome_applied","12","DOME_APPLIED","12","DOME_APPLIED","","","Logical indicating whether a DOME was applied","boolean","boolean","","EXPERIMENT","DOME","SIMULATION","AGMIP","9000","0","2013-11-12, CHP","","","","","","0","","0","","","","","","","","","","","","",""
